nominal, lapu, genrr, bitflip
2.828282828282828731e-01,2.879999999999999782e-01,2.520000000000000018e-01,2.750000000000000222e-01
2.929292929292929282e-01,2.969999999999999862e-01,2.660000000000000142e-01,2.859999999999999765e-01
3.030303030303030387e-01,3.049999999999999933e-01,2.740000000000000213e-01,2.919999999999999818e-01
3.131313131313131493e-01,3.109999999999999987e-01,2.879999999999999782e-01,2.999999999999999889e-01
3.232323232323232598e-01,3.240000000000000102e-01,2.959999999999999853e-01,3.069999999999999951e-01
3.333333333333333703e-01,3.340000000000000191e-01,3.079999999999999960e-01,3.140000000000000013e-01
3.434343434343434809e-01,3.449999999999999734e-01,3.190000000000000058e-01,3.340000000000000191e-01
3.535353535353535914e-01,3.559999999999999831e-01,3.250000000000000111e-01,3.439999999999999725e-01
3.636363636363636465e-01,3.699999999999999956e-01,3.350000000000000200e-01,3.489999999999999769e-01
3.737373737373737570e-01,3.780000000000000027e-01,3.489999999999999769e-01,3.549999999999999822e-01
3.838383838383838675e-01,3.870000000000000107e-01,3.579999999999999849e-01,3.659999999999999920e-01
3.939393939393939781e-01,3.940000000000000169e-01,3.739999999999999991e-01,3.810000000000000053e-01
4.040404040404040886e-01,4.050000000000000266e-01,3.810000000000000053e-01,3.930000000000000160e-01
4.141414141414141992e-01,4.099999999999999756e-01,3.910000000000000142e-01,4.010000000000000231e-01
4.242424242424242542e-01,4.199999999999999845e-01,4.069999999999999729e-01,4.139999999999999791e-01
4.343434343434343647e-01,4.269999999999999907e-01,4.209999999999999853e-01,4.279999999999999916e-01
4.444444444444444753e-01,4.309999999999999942e-01,4.319999999999999951e-01,4.329999999999999960e-01
4.545454545454545858e-01,4.390000000000000013e-01,4.400000000000000022e-01,4.480000000000000093e-01
4.646464646464646964e-01,4.480000000000000093e-01,4.500000000000000111e-01,4.600000000000000200e-01
4.747474747474748069e-01,4.600000000000000200e-01,4.650000000000000244e-01,4.729999999999999760e-01
4.848484848484848619e-01,4.680000000000000271e-01,4.789999999999999813e-01,4.859999999999999876e-01
4.949494949494949725e-01,4.759999999999999787e-01,4.959999999999999964e-01,5.000000000000000000e-01
5.050505050505050830e-01,4.829999999999999849e-01,5.130000000000000115e-01,5.120000000000000107e-01
5.151515151515152491e-01,4.939999999999999947e-01,5.220000000000000195e-01,5.270000000000000240e-01
5.252525252525253041e-01,5.020000000000000018e-01,5.280000000000000249e-01,5.410000000000000364e-01
5.353535353535353591e-01,5.100000000000000089e-01,5.380000000000000338e-01,5.480000000000000426e-01
5.454545454545455252e-01,5.140000000000000124e-01,5.530000000000000471e-01,5.580000000000000515e-01
5.555555555555555802e-01,5.210000000000000187e-01,5.689999999999999503e-01,5.709999999999999520e-01
5.656565656565657463e-01,5.280000000000000249e-01,5.799999999999999600e-01,5.919999999999999707e-01
5.757575757575758013e-01,5.370000000000000329e-01,5.919999999999999707e-01,6.069999999999999840e-01
5.858585858585858563e-01,5.440000000000000391e-01,6.029999999999999805e-01,6.149999999999999911e-01
5.959595959595960224e-01,5.560000000000000497e-01,6.179999999999999938e-01,6.250000000000000000e-01
6.060606060606060774e-01,5.679999999999999494e-01,6.340000000000000080e-01,6.320000000000000062e-01
6.161616161616162435e-01,5.739999999999999547e-01,6.480000000000000204e-01,6.440000000000000169e-01
6.262626262626262985e-01,5.859999999999999654e-01,6.570000000000000284e-01,6.530000000000000249e-01
6.363636363636364646e-01,5.989999999999999769e-01,6.650000000000000355e-01,6.650000000000000355e-01
6.464646464646465196e-01,6.069999999999999840e-01,6.740000000000000435e-01,6.750000000000000444e-01
6.565656565656565746e-01,6.199999999999999956e-01,6.800000000000000488e-01,6.909999999999999476e-01
6.666666666666667407e-01,6.380000000000000115e-01,6.889999999999999458e-01,7.049999999999999600e-01
6.767676767676767957e-01,6.570000000000000284e-01,7.069999999999999618e-01,7.109999999999999654e-01
6.868686868686869618e-01,6.640000000000000346e-01,7.179999999999999716e-01,7.229999999999999760e-01
6.969696969696970168e-01,6.780000000000000471e-01,7.269999999999999796e-01,7.329999999999999849e-01
7.070707070707071829e-01,6.969999999999999529e-01,7.349999999999999867e-01,7.399999999999999911e-01
7.171717171717172379e-01,7.069999999999999618e-01,7.409999999999999920e-01,7.530000000000000027e-01
7.272727272727272929e-01,7.149999999999999689e-01,7.520000000000000018e-01,7.590000000000000080e-01
7.373737373737374590e-01,7.249999999999999778e-01,7.600000000000000089e-01,7.670000000000000151e-01
7.474747474747475140e-01,7.339999999999999858e-01,7.660000000000000142e-01,7.770000000000000240e-01
7.575757575757576801e-01,7.419999999999999929e-01,7.770000000000000240e-01,7.910000000000000364e-01
7.676767676767677351e-01,7.500000000000000000e-01,7.920000000000000373e-01,7.980000000000000426e-01
7.777777777777777901e-01,7.590000000000000080e-01,8.020000000000000462e-01,8.070000000000000506e-01
7.878787878787879562e-01,7.670000000000000151e-01,8.199999999999999512e-01,8.179999999999999494e-01
7.979797979797980112e-01,7.780000000000000249e-01,8.309999999999999609e-01,8.239999999999999547e-01
8.080808080808081773e-01,7.860000000000000320e-01,8.469999999999999751e-01,8.329999999999999627e-01
8.181818181818182323e-01,8.030000000000000471e-01,8.579999999999999849e-01,8.449999999999999734e-01
8.282828282828283983e-01,8.189999999999999503e-01,8.649999999999999911e-01,8.529999999999999805e-01
8.383838383838384534e-01,8.299999999999999600e-01,8.719999999999999973e-01,8.609999999999999876e-01
8.484848484848485084e-01,8.419999999999999707e-01,8.780000000000000027e-01,8.750000000000000000e-01
8.585858585858586745e-01,8.529999999999999805e-01,8.890000000000000124e-01,8.850000000000000089e-01
8.686868686868687295e-01,8.649999999999999911e-01,8.940000000000000169e-01,8.910000000000000142e-01
8.787878787878788955e-01,8.760000000000000009e-01,9.040000000000000258e-01,9.020000000000000240e-01
8.888888888888889506e-01,8.890000000000000124e-01,9.090000000000000302e-01,9.100000000000000311e-01
8.989898989898991166e-01,9.020000000000000240e-01,9.230000000000000426e-01,9.210000000000000409e-01
9.090909090909091717e-01,9.120000000000000329e-01,9.260000000000000453e-01,9.280000000000000471e-01
9.191919191919192267e-01,9.200000000000000400e-01,9.350000000000000533e-01,9.389999999999999458e-01
9.292929292929293927e-01,9.260000000000000453e-01,9.509999999999999565e-01,9.459999999999999520e-01
9.393939393939394478e-01,9.330000000000000515e-01,9.559999999999999609e-01,9.529999999999999583e-01
9.494949494949496138e-01,9.429999999999999494e-01,9.659999999999999698e-01,9.639999999999999680e-01
9.595959595959596689e-01,9.519999999999999574e-01,9.729999999999999760e-01,9.699999999999999734e-01
9.696969696969697239e-01,9.619999999999999662e-01,9.799999999999999822e-01,9.789999999999999813e-01
9.797979797979798899e-01,9.719999999999999751e-01,9.939999999999999947e-01,9.859999999999999876e-01
9.898989898989899450e-01,9.869999999999999885e-01,9.989999999999999991e-01,9.919999999999999929e-01
1.000000000000000000e+00,9.949999999999999956e-01,1.000000000000000000e+00,1.000000000000000000e+00
